Month/Year,Local Site Name,County,State,Material,Monthly Measurements,Yearly Measurement Average
23-Apr,POTAWATOMI,Forest,WI,AQI,49.37037037,45.72286632
23-Apr,POTAWATOMI,Forest,WI,AQI,27.65079365,45.72286632
23-May,POTAWATOMI,Forest,WI,AQI,54.86206897,45.72286632
23-May,POTAWATOMI,Forest,WI,AQI,29.02777778,45.72286632
23-Jun,POTAWATOMI,Forest,WI,AQI,54.46428571,45.72286632
23-Jun,POTAWATOMI,Forest,WI,AQI,74.85074627,45.72286632
23-Jul,POTAWATOMI,Forest,WI,AQI,33.77419355,45.72286632
23-Jul,POTAWATOMI,Forest,WI,AQI,33.38888889,45.72286632
23-Aug,POTAWATOMI,Forest,WI,AQI,31.35483871,45.72286632
23-Aug,POTAWATOMI,Forest,WI,AQI,35,45.72286632
23-Sep,POTAWATOMI,Forest,WI,AQI,32,45.72286632
23-Sep,POTAWATOMI,Forest,WI,AQI,30.2,45.72286632
23-Oct,POTAWATOMI,Forest,WI,AQI,28.77419355,45.72286632
23-Oct,POTAWATOMI,Forest,WI,AQI,17.85365854,45.72286632
23-Nov,POTAWATOMI,Forest,WI,AQI,29.46428571,45.72286632
23-Nov,POTAWATOMI,Forest,WI,AQI,21.85,45.72286632
23-Dec,POTAWATOMI,Forest,WI,AQI,25.85714286,45.72286632
23-Dec,POTAWATOMI,Forest,WI,AQI,30.12195122,45.72286632
24-Jan,POTAWATOMI,Forest,WI,AQI,28.10344828,39.12625706
24-Jan,POTAWATOMI,Forest,WI,AQI,23.66666667,39.12625706
24-Feb,POTAWATOMI,Forest,WI,AQI,35.27586207,39.12625706
24-Feb,POTAWATOMI,Forest,WI,AQI,32.36842105,39.12625706
24-Mar,POTAWATOMI,Forest,WI,AQI,39.16129032,39.12625706
24-Mar,POTAWATOMI,Forest,WI,AQI,22.90322581,39.12625706
24-Apr,POTAWATOMI,Forest,WI,AQI,38,39.12625706
24-May,POTAWATOMI,Forest,WI,AQI,39.14285714,39.12625706
24-Jul,POTAWATOMI,Forest,WI,AQI,33.46666667,39.12625706
24-Jul,POTAWATOMI,Forest,WI,AQI,37.03225806,39.12625706
24-Aug,POTAWATOMI,Forest,WI,AQI,30.73333333,39.12625706
24-Aug,POTAWATOMI,Forest,WI,AQI,34.87096774,39.12625706
24-Sep,POTAWATOMI,Forest,WI,AQI,39.03846154,39.12625706
24-Sep,POTAWATOMI,Forest,WI,AQI,26.85714286,39.12625706
24-Oct,POTAWATOMI,Forest,WI,AQI,37.56666667,39.12625706
24-Oct,POTAWATOMI,Forest,WI,AQI,23.96774194,39.12625706
24-Nov,POTAWATOMI,Forest,WI,AQI,29.18181818,39.12625706
24-Nov,POTAWATOMI,Forest,WI,AQI,17.16666667,39.12625706
20-Jan,POTOSI,Grant,WI,AQI,49.20967742,34.67089665
20-Feb,POTOSI,Grant,WI,AQI,42.33333333,34.67089665
20-Mar,POTOSI,Grant,WI,AQI,39.17857143,34.67089665
20-Apr,POTOSI,Grant,WI,AQI,42.55,34.67089665
20-May,POTOSI,Grant,WI,AQI,30.08064516,34.67089665
20-Jun,POTOSI,Grant,WI,AQI,29.78333333,34.67089665
20-Jul,POTOSI,Grant,WI,AQI,35.37096774,34.67089665
20-Aug,POTOSI,Grant,WI,AQI,34.56451613,34.67089665
20-Sep,POTOSI,Grant,WI,AQI,28.31666667,34.67089665
20-Oct,POTOSI,Grant,WI,AQI,33.77419355,34.67089665
20-Nov,POTOSI,Grant,WI,AQI,45.73333333,34.67089665
20-Dec,POTOSI,Grant,WI,AQI,50.06451613,34.67089665
21-Jan,POTOSI,Grant,WI,AQI,50.96774194,38.43402204
21-Feb,POTOSI,Grant,WI,AQI,52.5,38.43402204
21-Mar,POTOSI,Grant,WI,AQI,43.19354839,38.43402204
21-Apr,POTOSI,Grant,WI,AQI,42.3,38.43402204
21-May,POTOSI,Grant,WI,AQI,33.25806452,38.43402204
21-Jun,POTOSI,Grant,WI,AQI,31.81666667,38.43402204
21-Jul,POTOSI,Grant,WI,AQI,53.90322581,38.43402204
21-Aug,POTOSI,Grant,WI,AQI,49.08064516,38.43402204
21-Sep,POTOSI,Grant,WI,AQI,38.5,38.43402204
21-Oct,POTOSI,Grant,WI,AQI,35.17857143,38.43402204
21-Nov,POTOSI,Grant,WI,AQI,39.76086957,38.43402204
21-Dec,POTOSI,Grant,WI,AQI,45.0483871,38.43402204
22-Jan,POTOSI,Grant,WI,AQI,48.24193548,34.27227915
22-Feb,POTOSI,Grant,WI,AQI,42.28571429,34.27227915
22-Mar,POTOSI,Grant,WI,AQI,35.08,34.27227915
22-Apr,POTOSI,Grant,WI,AQI,32.45,34.27227915
22-May,POTOSI,Grant,WI,AQI,37.41935484,34.27227915
22-Jun,POTOSI,Grant,WI,AQI,34.7,34.27227915
22-Jul,POTOSI,Grant,WI,AQI,34.93548387,34.27227915
22-Aug,POTOSI,Grant,WI,AQI,32.12903226,34.27227915
22-Sep,POTOSI,Grant,WI,AQI,33.38333333,34.27227915
22-Oct,POTOSI,Grant,WI,AQI,42.33870968,34.27227915
22-Nov,POTOSI,Grant,WI,AQI,42.4,34.27227915
22-Dec,POTOSI,Grant,WI,AQI,43.61290323,34.27227915
23-Jan,POTOSI,Grant,WI,AQI,51.82258065,42.39473336
23-Feb,POTOSI,Grant,WI,AQI,43,42.39473336
23-Mar,POTOSI,Grant,WI,AQI,43,42.39473336
23-Apr,POTOSI,Grant,WI,AQI,40.9,42.39473336
23-May,POTOSI,Grant,WI,AQI,41.03225806,42.39473336
23-Jun,POTOSI,Grant,WI,AQI,84.11666667,42.39473336
23-Jul,POTOSI,Grant,WI,AQI,43.55555556,42.39473336
24-Jan,POTOSI,Grant,WI,AQI,44.25806452,32.23724129
24-Feb,POTOSI,Grant,WI,AQI,42.20689655,32.23724129
24-Mar,POTOSI,Grant,WI,AQI,34.74193548,32.23724129
24-Jul,POTOSI,Grant,WI,AQI,38.90322581,32.23724129
24-Aug,POTOSI,Grant,WI,AQI,39.68,32.23724129
24-Sep,POTOSI,Grant,WI,AQI,34,32.23724129
24-Oct,POTOSI,Grant,WI,AQI,39.87096774,32.23724129
24-Nov,POTOSI,Grant,WI,AQI,30.41666667,32.23724129
20-Mar,JEFFERSON - LAATSCH,Jefferson,WI,AQI,32.66666667,36.63179757
20-Apr,JEFFERSON - LAATSCH,Jefferson,WI,AQI,39.06666667,36.63179757
20-May,JEFFERSON - LAATSCH,Jefferson,WI,AQI,40.19354839,36.63179757
20-Jun,JEFFERSON - LAATSCH,Jefferson,WI,AQI,57.93333333,36.63179757
20-Jul,JEFFERSON - LAATSCH,Jefferson,WI,AQI,42.4516129,36.63179757
20-Aug,JEFFERSON - LAATSCH,Jefferson,WI,AQI,39.41935484,36.63179757
20-Sep,JEFFERSON - LAATSCH,Jefferson,WI,AQI,31.2,36.63179757
20-Oct,JEFFERSON - LAATSCH,Jefferson,WI,AQI,31.22222222,36.63179757
21-Mar,JEFFERSON - LAATSCH,Jefferson,WI,AQI,32.85714286,39.68263629
21-Apr,JEFFERSON - LAATSCH,Jefferson,WI,AQI,39.5,39.68263629
21-May,JEFFERSON - LAATSCH,Jefferson,WI,AQI,41.70967742,39.68263629
21-Jun,JEFFERSON - LAATSCH,Jefferson,WI,AQI,55.96666667,39.68263629
21-Jul,JEFFERSON - LAATSCH,Jefferson,WI,AQI,39.80645161,39.68263629
21-Aug,JEFFERSON - LAATSCH,Jefferson,WI,AQI,41.38709677,39.68263629
21-Sep,JEFFERSON - LAATSCH,Jefferson,WI,AQI,40.06896552,39.68263629
21-Oct,JEFFERSON - LAATSCH,Jefferson,WI,AQI,31.41176471,39.68263629
22-Mar,JEFFERSON - LAATSCH,Jefferson,WI,AQI,35.33333333,37.85176002
22-Apr,JEFFERSON - LAATSCH,Jefferson,WI,AQI,36.15384615,37.85176002
22-May,JEFFERSON - LAATSCH,Jefferson,WI,AQI,43.61290323,37.85176002
22-Jun,JEFFERSON - LAATSCH,Jefferson,WI,AQI,50.2,37.85176002
22-Jul,JEFFERSON - LAATSCH,Jefferson,WI,AQI,39.86666667,37.85176002
22-Aug,JEFFERSON - LAATSCH,Jefferson,WI,AQI,34.67741935,37.85176002
22-Sep,JEFFERSON - LAATSCH,Jefferson,WI,AQI,32.4,37.85176002
22-Oct,JEFFERSON - LAATSCH,Jefferson,WI,AQI,31,37.85176002
23-Mar,JEFFERSON - LAATSCH,Jefferson,WI,AQI,41,45.72286632
23-Apr,JEFFERSON - LAATSCH,Jefferson,WI,AQI,45.96666667,45.72286632
23-May,JEFFERSON - LAATSCH,Jefferson,WI,AQI,62.83870968,45.72286632
23-Jun,JEFFERSON - LAATSCH,Jefferson,WI,AQI,78.16666667,45.72286632
23-Jul,JEFFERSON - LAATSCH,Jefferson,WI,AQI,47.77419355,45.72286632
23-Aug,JEFFERSON - LAATSCH,Jefferson,WI,AQI,40.19354839,45.72286632
23-Sep,JEFFERSON - LAATSCH,Jefferson,WI,AQI,37.96666667,45.72286632
23-Oct,JEFFERSON - LAATSCH,Jefferson,WI,AQI,35.53333333,45.72286632
24-Mar,JEFFERSON - LAATSCH,Jefferson,WI,AQI,38.38461538,39.12625706
24-Apr,JEFFERSON - LAATSCH,Jefferson,WI,AQI,41.51851852,39.12625706
24-May,JEFFERSON - LAATSCH,Jefferson,WI,AQI,44.41935484,39.12625706
24-Jun,JEFFERSON - LAATSCH,Jefferson,WI,AQI,41.13793103,39.12625706
24-Jul,JEFFERSON - LAATSCH,Jefferson,WI,AQI,39.30769231,39.12625706
24-Aug,JEFFERSON - LAATSCH,Jefferson,WI,AQI,36.14285714,39.12625706
24-Sep,JEFFERSON - LAATSCH,Jefferson,WI,AQI,44.93333333,39.12625706
24-Oct,JEFFERSON - LAATSCH,Jefferson,WI,AQI,36,39.12625706
20-Jan,CHIWAUKEE PRAIRIE STATELINE,Kenosha,WI,AQI,41.83870968,36.63179757
20-Dec,CHIWAUKEE PRAIRIE STATELINE,Kenosha,WI,AQI,46.46153846,36.63179757
21-Jan,CHIWAUKEE PRAIRIE STATELINE,Kenosha,WI,AQI,44.77419355,39.68263629
21-Dec,CHIWAUKEE PRAIRIE STATELINE,Kenosha,WI,AQI,44.98387097,39.68263629
22-Jan,CHIWAUKEE PRAIRIE STATELINE,Kenosha,WI,AQI,41.25806452,37.85176002
22-Dec,CHIWAUKEE PRAIRIE STATELINE,Kenosha,WI,AQI,43.33870968,37.85176002
23-Jan,CHIWAUKEE PRAIRIE STATELINE,Kenosha,WI,AQI,46.46774194,45.72286632
23-Dec,CHIWAUKEE PRAIRIE STATELINE,Kenosha,WI,AQI,37.29032258,45.72286632
24-Jan,CHIWAUKEE PRAIRIE STATELINE,Kenosha,WI,AQI,35.5483871,39.12625706
20-Mar,KEWAUNEE,Kewaunee,WI,AQI,28.875,36.63179757
20-Apr,KEWAUNEE,Kewaunee,WI,AQI,36.23333333,36.63179757
20-May,KEWAUNEE,Kewaunee,WI,AQI,36.58064516,36.63179757
20-Jun,KEWAUNEE,Kewaunee,WI,AQI,44.79310345,36.63179757
20-Jul,KEWAUNEE,Kewaunee,WI,AQI,34.48387097,36.63179757
20-Aug,KEWAUNEE,Kewaunee,WI,AQI,35.35483871,36.63179757
20-Sep,KEWAUNEE,Kewaunee,WI,AQI,30.13333333,36.63179757
20-Oct,KEWAUNEE,Kewaunee,WI,AQI,26.8,36.63179757
21-Mar,KEWAUNEE,Kewaunee,WI,AQI,35.28571429,39.68263629
21-Apr,KEWAUNEE,Kewaunee,WI,AQI,40.2,39.68263629
21-May,KEWAUNEE,Kewaunee,WI,AQI,44.70967742,39.68263629
21-Jun,KEWAUNEE,Kewaunee,WI,AQI,51.36666667,39.68263629
21-Jul,KEWAUNEE,Kewaunee,WI,AQI,42,39.68263629
21-Aug,KEWAUNEE,Kewaunee,WI,AQI,49.09677419,39.68263629
21-Sep,KEWAUNEE,Kewaunee,WI,AQI,35.76666667,39.68263629
21-Oct,KEWAUNEE,Kewaunee,WI,AQI,34.23529412,39.68263629
22-Mar,KEWAUNEE,Kewaunee,WI,AQI,39.66666667,37.85176002
22-Apr,KEWAUNEE,Kewaunee,WI,AQI,39.06666667,37.85176002
22-May,KEWAUNEE,Kewaunee,WI,AQI,46.67741935,37.85176002
22-Jun,KEWAUNEE,Kewaunee,WI,AQI,55.17241379,37.85176002
22-Jul,KEWAUNEE,Kewaunee,WI,AQI,42.96774194,37.85176002
22-Aug,KEWAUNEE,Kewaunee,WI,AQI,38.93548387,37.85176002
22-Sep,KEWAUNEE,Kewaunee,WI,AQI,37.13333333,37.85176002
22-Oct,KEWAUNEE,Kewaunee,WI,AQI,29.93333333,37.85176002
23-Mar,KEWAUNEE,Kewaunee,WI,AQI,48,45.72286632
23-Apr,KEWAUNEE,Kewaunee,WI,AQI,49.56666667,45.72286632
23-May,KEWAUNEE,Kewaunee,WI,AQI,53.74193548,45.72286632
23-Jun,KEWAUNEE,Kewaunee,WI,AQI,64.53333333,45.72286632
23-Jul,KEWAUNEE,Kewaunee,WI,AQI,48.41935484,45.72286632
23-Aug,KEWAUNEE,Kewaunee,WI,AQI,41.03225806,45.72286632
23-Sep,KEWAUNEE,Kewaunee,WI,AQI,40.7,45.72286632
23-Oct,KEWAUNEE,Kewaunee,WI,AQI,38.33333333,45.72286632
24-Mar,KEWAUNEE,Kewaunee,WI,AQI,38.85,39.12625706
24-Jul,KEWAUNEE,Kewaunee,WI,AQI,38.77419355,39.12625706
24-Aug,KEWAUNEE,Kewaunee,WI,AQI,42.85714286,39.12625706
24-Sep,KEWAUNEE,Kewaunee,WI,AQI,46.75862069,39.12625706
24-Oct,KEWAUNEE,Kewaunee,WI,AQI,35.5,39.12625706
20-Jan,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,47.65517241,36.63179757
20-Feb,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,41.87931034,36.63179757
20-Mar,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,32.125,36.63179757
20-Mar,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,36.72580645,36.63179757
20-Apr,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,37.46666667,36.63179757
20-Apr,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,39.13333333,36.63179757
20-May,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,38.70967742,36.63179757
20-May,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,26.24193548,36.63179757
20-Jun,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,44.16666667,36.63179757
20-Jun,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,28.16666667,36.63179757
20-Jul,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,35.76666667,36.63179757
20-Jul,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,35.11290323,36.63179757
20-Aug,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,36.32258065,36.63179757
20-Aug,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,35.08064516,36.63179757
20-Sep,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,26.43333333,36.63179757
20-Sep,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,28.31666667,36.63179757
20-Oct,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,29.05263158,36.63179757
20-Oct,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,34.62903226,36.63179757
20-Nov,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,44.86666667,36.63179757
20-Dec,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,46.4516129,36.63179757
21-Jan,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,49.79032258,39.68263629
21-Feb,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,48.75,39.68263629
21-Mar,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,34.83333333,39.68263629
21-Mar,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,40.17857143,39.68263629
21-Apr,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,37.5,39.68263629
21-Apr,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,35.66666667,39.68263629
21-May,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,38.4516129,39.68263629
21-May,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,29.93548387,39.68263629
21-Jun,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,48.73333333,39.68263629
21-Jun,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,28.81666667,39.68263629
21-Jul,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,37.93548387,39.68263629
21-Jul,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,54.9,39.68263629
21-Aug,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,37.36666667,39.68263629
21-Aug,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,44.43548387,39.68263629
21-Sep,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,34.56666667,39.68263629
21-Sep,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,31.58333333,39.68263629
21-Oct,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,28,39.68263629
21-Oct,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,28.12903226,39.68263629
21-Nov,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,33.36666667,39.68263629
21-Dec,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,41.93548387,39.68263629
22-Jan,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,42.58064516,37.85176002
22-Feb,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,41.16071429,37.85176002
22-Mar,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,35.33333333,37.85176002
22-Mar,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,33.20967742,37.85176002
22-Apr,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,35.66666667,37.85176002
22-Apr,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,26.48333333,37.85176002
22-May,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,40.67741935,37.85176002
22-May,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,29.37096774,37.85176002
22-Jun,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,42.86666667,37.85176002
22-Jun,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,31.18333333,37.85176002
22-Jul,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,35.9,37.85176002
22-Jul,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,33.98275862,37.85176002
22-Aug,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,33.19354839,37.85176002
22-Aug,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,34.64516129,37.85176002
22-Sep,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,30.1,37.85176002
22-Sep,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,35.35,37.85176002
22-Oct,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,28.82352941,37.85176002
22-Oct,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,40.70967742,37.85176002
22-Nov,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,39.91666667,37.85176002
22-Dec,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,40.67741935,37.85176002
23-Jan,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,58.72222222,45.72286632
23-Feb,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,39.96428571,45.72286632
23-Mar,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,40.8,45.72286632
23-Mar,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,38.09677419,45.72286632
23-Apr,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,48.2,45.72286632
23-Apr,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,35.76666667,45.72286632
23-May,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,59.38709677,45.72286632
23-May,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,41.5,45.72286632
23-Jun,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,71.93333333,45.72286632
23-Jun,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,80.4,45.72286632
23-Jul,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,42.35483871,45.72286632
23-Jul,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,40.55555556,45.72286632
23-Aug,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,38.09677419,45.72286632
23-Sep,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,36.33333333,45.72286632
23-Oct,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,32.11111111,45.72286632
23-Oct,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,26.12903226,45.72286632
23-Nov,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,33.03333333,45.72286632
23-Dec,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,37.61111111,45.72286632
24-Mar,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,35.88888889,39.12625706
24-Apr,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,39.43333333,39.12625706
24-May,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,43.96774194,39.12625706
24-Jun,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,37.43333333,39.12625706
24-Jul,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,37.90322581,39.12625706
24-Aug,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,34.90322581,39.12625706
24-Sep,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,34.03333333,39.12625706
24-Oct,LACROSSE - DOT BUILDING,La Crosse,WI,AQI,33.14285714,39.12625706
20-Apr,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,38.86956522,36.63179757
20-May,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,2,36.63179757
20-May,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,39.90322581,36.63179757
20-Jun,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,52.82142857,36.63179757
20-Jul,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,39.03571429,36.63179757
20-Aug,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,35.23333333,36.63179757
20-Sep,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,27.96666667,36.63179757
20-Oct,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,25.8,36.63179757
21-Mar,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,33.28571429,39.68263629
21-Apr,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,39.66666667,39.68263629
21-May,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,45.48387097,39.68263629
21-Jun,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,52.1,39.68263629
21-Jul,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,40.77419355,39.68263629
21-Aug,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,46.66666667,39.68263629
21-Sep,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,35.2,39.68263629
21-Oct,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,32.76470588,39.68263629
22-Mar,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,37,37.85176002
22-Apr,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,38.06896552,37.85176002
22-May,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,46.61290323,37.85176002
22-Jun,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,57.2962963,37.85176002
22-Jul,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,43,37.85176002
22-Aug,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,39.58064516,37.85176002
22-Sep,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,38.36666667,37.85176002
22-Oct,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,29.9375,37.85176002
23-Mar,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,45.6,45.72286632
23-Apr,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,44.86666667,45.72286632
23-May,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,46.67741935,45.72286632
23-Jun,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,51.23333333,45.72286632
23-Jul,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,44.58064516,45.72286632
23-Aug,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,38.77419355,45.72286632
23-Sep,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,39.5,45.72286632
23-Oct,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,35.88235294,45.72286632
24-Mar,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,37.52,39.12625706
24-Jul,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,43.21428571,39.12625706
24-Aug,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,43.75862069,39.12625706
24-Sep,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,46,39.12625706
24-Oct,MANITOWOC - WDLND DUNES,Manitowoc,WI,AQI,35.71428571,39.12625706
20-Mar,LAKE DUBAY,Marathon,WI,AQI,34,36.63179757
20-Apr,LAKE DUBAY,Marathon,WI,AQI,40.4,36.63179757
20-May,LAKE DUBAY,Marathon,WI,AQI,39.90322581,36.63179757
20-Jun,LAKE DUBAY,Marathon,WI,AQI,35.83333333,36.63179757
20-Jul,LAKE DUBAY,Marathon,WI,AQI,25.1,36.63179757
20-Aug,LAKE DUBAY,Marathon,WI,AQI,25.19354839,36.63179757
20-Sep,LAKE DUBAY,Marathon,WI,AQI,27.79310345,36.63179757
20-Oct,LAKE DUBAY,Marathon,WI,AQI,31.06666667,36.63179757
21-Mar,LAKE DUBAY,Marathon,WI,AQI,32.28571429,39.68263629
21-Apr,LAKE DUBAY,Marathon,WI,AQI,38.03333333,39.68263629
21-May,LAKE DUBAY,Marathon,WI,AQI,36.96774194,39.68263629
21-Jun,LAKE DUBAY,Marathon,WI,AQI,41.96551724,39.68263629
21-Jul,LAKE DUBAY,Marathon,WI,AQI,35.06451613,39.68263629
21-Aug,LAKE DUBAY,Marathon,WI,AQI,36.23809524,39.68263629
21-Sep,LAKE DUBAY,Marathon,WI,AQI,34.03333333,39.68263629
21-Oct,LAKE DUBAY,Marathon,WI,AQI,32.38888889,39.68263629
22-Mar,LAKE DUBAY,Marathon,WI,AQI,39.5,37.85176002
22-Apr,LAKE DUBAY,Marathon,WI,AQI,37.9,37.85176002
22-May,LAKE DUBAY,Marathon,WI,AQI,42.32258065,37.85176002
22-Jun,LAKE DUBAY,Marathon,WI,AQI,40.53333333,37.85176002
22-Jul,LAKE DUBAY,Marathon,WI,AQI,33.22580645,37.85176002
22-Aug,LAKE DUBAY,Marathon,WI,AQI,29.58064516,37.85176002
22-Sep,LAKE DUBAY,Marathon,WI,AQI,28.44827586,37.85176002
22-Oct,LAKE DUBAY,Marathon,WI,AQI,29.11111111,37.85176002
23-Mar,LAKE DUBAY,Marathon,WI,AQI,46.4,45.72286632
23-Apr,LAKE DUBAY,Marathon,WI,AQI,48.46666667,45.72286632
23-May,LAKE DUBAY,Marathon,WI,AQI,58.51612903,45.72286632
23-Jun,LAKE DUBAY,Marathon,WI,AQI,67.10344828,45.72286632
23-Jul,LAKE DUBAY,Marathon,WI,AQI,38.58064516,45.72286632
23-Aug,LAKE DUBAY,Marathon,WI,AQI,34.58064516,45.72286632
23-Sep,LAKE DUBAY,Marathon,WI,AQI,33.96666667,45.72286632
23-Oct,LAKE DUBAY,Marathon,WI,AQI,30.52941176,45.72286632
23-Dec,LAKE DUBAY,Marathon,WI,AQI,42.45454545,45.72286632
